"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.150.135.113","128.135.24.73","TCP","78","53784  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3646244285 TSecr=0 SACK_PERM"
"2","0.003981","128.135.24.73","10.150.135.113","TCP","66","80  >  53784 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1382 SACK_PERM WS=128"
"3","0.004057","10.150.135.113","128.135.24.73","TCP","54","53784  >  80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"4","0.012012","10.150.135.113","128.135.24.73","TCP","78","53785  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2773939295 TSecr=0 SACK_PERM"
"5","0.018881","128.135.24.73","10.150.135.113","TCP","66","443  >  53785 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1382 SACK_PERM WS=128"
"6","0.018993","10.150.135.113","128.135.24.73","TCP","54","53785  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"7","0.019131","10.150.135.113","128.135.24.73","TLSv1.2","571","Client Hello (SNI=www.cs.uchicago.edu)"
"8","0.026645","128.135.24.73","10.150.135.113","TCP","56","443  >  53785 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"9","0.026646","128.135.24.73","10.150.135.113","TLSv1.2","1436","Server Hello"
"10","0.026647","128.135.24.73","10.150.135.113","TLSv1.2","1102","Certificate, Server Key Exchange, Server Hello Done"
"11","0.026700","10.150.135.113","128.135.24.73","TCP","54","53785  >  443 [ACK] Seq=518 Ack=2431 Win=259776 Len=0"
"12","0.028757","10.150.135.113","128.135.24.73","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13","0.030021","10.150.135.113","128.135.24.73","TCP","1436","53785  >  443 [ACK] Seq=611 Ack=2431 Win=262144 Len=1382 [TCP PDU reassembled in 16]"
"14","0.030022","10.150.135.113","128.135.24.73","TCP","1436","53785  >  443 [ACK] Seq=1993 Ack=2431 Win=262144 Len=1382 [TCP PDU reassembled in 16]"
"15","0.030022","10.150.135.113","128.135.24.73","TCP","1436","53785  >  443 [ACK] Seq=3375 Ack=2431 Win=262144 Len=1382 [TCP PDU reassembled in 16]"
"16","0.030027","10.150.135.113","128.135.24.73","TLSv1.2","55","Application Data"
"17","0.036025","128.135.24.73","10.150.135.113","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"18","0.036025","128.135.24.73","10.150.135.113","TLSv1.2","123","Application Data"
"19","0.036026","128.135.24.73","10.150.135.113","TCP","56","443  >  53785 [ACK] Seq=2551 Ack=4758 Win=64128 Len=0"
"20","0.036027","128.135.24.73","10.150.135.113","TLSv1.2","182","Application Data"
"21","0.036028","128.135.24.73","10.150.135.113","TLSv1.2","270","Application Data"
"22","0.036089","10.150.135.113","128.135.24.73","TCP","54","53785  >  443 [ACK] Seq=4758 Ack=2551 Win=262080 Len=0"
"23","0.036114","10.150.135.113","128.135.24.73","TCP","54","53785  >  443 [ACK] Seq=4758 Ack=2895 Win=261760 Len=0"
"24","0.036828","10.150.135.113","128.135.24.73","TLSv1.2","92","Application Data"
"25","0.047542","10.150.135.113","128.135.24.73","TCP","78","53786  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3866202992 TSecr=0 SACK_PERM"
"26","0.051882","128.135.24.73","10.150.135.113","TCP","66","443  >  53786 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1382 SACK_PERM WS=128"
"27","0.051949","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"28","0.052077","10.150.135.113","128.135.24.73","TLSv1.2","571","Client Hello (SNI=cs.uchicago.edu)"
"29","0.058847","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"30","0.060513","128.135.24.73","10.150.135.113","TLSv1.2","1436","Server Hello"
"31","0.060514","128.135.24.73","10.150.135.113","TLSv1.2","1100","Certificate, Server Key Exchange, Server Hello Done"
"32","0.060568","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=518 Ack=2429 Win=259776 Len=0"
"33","0.060905","10.150.135.113","128.135.24.73","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"34","0.062083","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=611 Ack=2429 Win=262144 Len=1382 [TCP PDU reassembled in 36]"
"35","0.062084","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=1993 Ack=2429 Win=262144 Len=1382 [TCP PDU reassembled in 36]"
"36","0.062091","10.150.135.113","128.135.24.73","TLSv1.2","1434","Application Data"
"37","0.074186","10.150.135.113","128.135.24.73","TCP","1436","[TCP Retransmission] 53786  >  443 [PSH, ACK] Seq=3373 Ack=2429 Win=262144 Len=1382 [TCP PDU reassembled in 36]"
"38","0.075526","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2429 Ack=4755 Win=64128 Len=0"
"39","0.075527","128.135.24.73","10.150.135.113","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"40","0.075528","128.135.24.73","10.150.135.113","TLSv1.2","132","Application Data"
"41","0.075571","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=4755 Ack=2558 Win=262016 Len=0"
"42","0.075739","10.150.135.113","128.135.24.73","TLSv1.2","92","Application Data"
"43","0.079705","128.135.24.73","10.150.135.113","TCP","66","[TCP Dup ACK 38#1] 443  >  53786 [ACK] Seq=2558 Ack=4755 Win=64128 Len=0 SLE=3373 SRE=4755"
"44","0.079706","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2558 Ack=4793 Win=64128 Len=0"
"45","0.084580","128.135.24.73","10.150.135.113","TCP","56","443  >  53785 [ACK] Seq=2895 Ack=4796 Win=64128 Len=0"
"46","0.680096","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2558 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"47","0.680098","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=3940 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"48","0.680099","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=5322 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"49","0.680101","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=6704 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"50","0.680102","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=8086 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"51","0.680103","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=9468 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"52","0.680105","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=10850 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"53","0.680106","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=12232 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"54","0.680108","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=13614 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"55","0.680109","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=14996 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"56","0.680111","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=16378 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 59]"
"57","0.680235","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=4793 Ack=17760 Win=246976 Len=0"
"58","0.680367","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=4793 Ack=17760 Win=262144 Len=0"
"59","0.690370","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"60","0.690372","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=19142 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 66]"
"61","0.690373","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=20524 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 66]"
"62","0.690374","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=21906 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 66]"
"63","0.690376","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=23288 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 66]"
"64","0.690377","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=24670 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 66]"
"65","0.690378","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=26052 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 66]"
"66","0.690379","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"67","0.690380","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=28816 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 71]"
"68","0.690380","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=30198 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 71]"
"69","0.690381","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=31580 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 71]"
"70","0.690382","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=32962 Ack=4793 Win=64128 Len=1382 [TCP PDU reassembled in 71]"
"71","0.690383","128.135.24.73","10.150.135.113","TLSv1.2","1357","Application Data"
"72","0.690458","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=4793 Ack=32962 Win=246976 Len=0"
"73","0.690497","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=4793 Ack=35647 Win=244352 Len=0"
"74","0.690539","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=4793 Ack=35647 Win=262144 Len=0"
"75","0.711105","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=4793 Ack=35647 Win=262144 Len=1382 [TCP PDU reassembled in 77]"
"76","0.711106","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=6175 Ack=35647 Win=262144 Len=1382 [TCP PDU reassembled in 77]"
"77","0.711117","10.150.135.113","128.135.24.73","TLSv1.2","1386","Application Data"
"78","0.712492","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=8889 Ack=35647 Win=262144 Len=1382 [TCP PDU reassembled in 80]"
"79","0.712494","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=10271 Ack=35647 Win=262144 Len=1382 [TCP PDU reassembled in 80]"
"80","0.712502","10.150.135.113","128.135.24.73","TLSv1.2","1377","Application Data"
"81","0.713990","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=12976 Ack=35647 Win=262144 Len=1382 [TCP PDU reassembled in 83]"
"82","0.713991","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=14358 Ack=35647 Win=262144 Len=1382 [TCP PDU reassembled in 83]"
"83","0.713997","10.150.135.113","128.135.24.73","TLSv1.2","1374","Application Data"
"84","0.715820","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=35647 Ack=7557 Win=63616 Len=0"
"85","0.715821","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=35647 Ack=8889 Win=62848 Len=0"
"86","0.715821","128.135.24.73","10.150.135.113","TLSv1.2","315","Application Data"
"87","0.715822","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=35908 Ack=12976 Win=64128 Len=0"
"88","0.715822","128.135.24.73","10.150.135.113","TLSv1.2","282","Application Data"
"89","0.715882","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=17060 Ack=35908 Win=261888 Len=0"
"90","0.715905","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=17060 Ack=36136 Win=261696 Len=0"
"91","0.716085","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=17060 Ack=36136 Win=261696 Len=1382 [TCP PDU reassembled in 93]"
"92","0.716086","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=18442 Ack=36136 Win=261696 Len=1382 [TCP PDU reassembled in 93]"
"93","0.716092","10.150.135.113","128.135.24.73","TLSv1.2","1374","Application Data"
"94","0.717609","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=36136 Ack=17060 Win=64128 Len=0"
"95","0.717610","128.135.24.73","10.150.135.113","TLSv1.2","646","Application Data"
"96","0.717680","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=21144 Ack=36728 Win=261120 Len=0"
"97","0.718667","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=21144 Ack=36728 Win=261120 Len=1382 [TCP PDU reassembled in 99]"
"98","0.718668","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=22526 Ack=36728 Win=261120 Len=1382 [TCP PDU reassembled in 99]"
"99","0.718676","10.150.135.113","128.135.24.73","TLSv1.2","1368","Application Data"
"100","0.720355","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=25222 Ack=36728 Win=261120 Len=1382 [TCP PDU reassembled in 103]"
"101","0.720357","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=26604 Ack=36728 Win=261120 Len=1382 [TCP PDU reassembled in 103]"
"102","0.720357","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=27986 Ack=36728 Win=261120 Len=1382 [TCP PDU reassembled in 103]"
"103","0.720366","10.150.135.113","128.135.24.73","TLSv1.2","61","Application Data"
"104","0.720621","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=36728 Ack=21144 Win=64128 Len=0"
"105","0.720676","128.135.24.73","10.150.135.113","TLSv1.2","909","Application Data"
"106","0.720707","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=29375 Ack=37583 Win=260288 Len=0"
"107","0.721611","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=29375 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 109]"
"108","0.721612","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=30757 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 109]"
"109","0.721618","10.150.135.113","128.135.24.73","TLSv1.2","1365","Application Data"
"110","0.722680","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=33450 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 112]"
"111","0.722681","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=34832 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 112]"
"112","0.722685","10.150.135.113","128.135.24.73","TLSv1.2","1361","Application Data"
"113","0.723660","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=37521 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 115]"
"114","0.723661","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=38903 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 115]"
"115","0.723665","10.150.135.113","128.135.24.73","TLSv1.2","1361","Application Data"
"116","0.724629","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=41592 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 118]"
"117","0.724629","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=42974 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 118]"
"118","0.724633","10.150.135.113","128.135.24.73","TLSv1.2","1361","Application Data"
"119","0.725012","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=37583 Ack=25222 Win=64128 Len=0"
"120","0.725572","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=45663 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 122]"
"121","0.725572","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=47045 Ack=37583 Win=260288 Len=1382 [TCP PDU reassembled in 122]"
"122","0.725577","10.150.135.113","128.135.24.73","TLSv1.2","1372","Application Data"
"123","0.726499","128.135.24.73","10.150.135.113","TLSv1.2","908","Application Data"
"124","0.726500","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=38437 Ack=29375 Win=64128 Len=0"
"125","0.726501","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=38437 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"126","0.726501","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=39819 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"127","0.726502","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=41201 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"128","0.726503","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=42583 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"129","0.726503","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=43965 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"130","0.726504","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=45347 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"131","0.726505","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=46729 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"132","0.726505","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=48111 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"133","0.726506","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=49493 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"134","0.726507","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=50875 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"135","0.726507","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=52257 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 136]"
"136","0.726508","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"137","0.726508","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=54850 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"138","0.726509","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=56232 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"139","0.726510","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=57614 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"140","0.726511","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=58996 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"141","0.726511","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=60378 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"142","0.726512","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=61760 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"143","0.726513","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=63142 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"144","0.726513","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=64524 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"145","0.726514","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=65906 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"146","0.726514","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=67288 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"147","0.726515","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=68670 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 148]"
"148","0.726515","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"149","0.726516","128.135.24.73","10.150.135.113","TLSv1.2","78","Application Data"
"150","0.726572","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=49745 Ack=38437 Win=259456 Len=0"
"151","0.726595","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=49745 Ack=38437 Win=259456 Len=1382 [TCP PDU reassembled in 153]"
"152","0.726595","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=51127 Ack=38437 Win=259456 Len=1382 [TCP PDU reassembled in 153]"
"153","0.726599","10.150.135.113","128.135.24.73","TLSv1.2","1388","Application Data"
"154","0.726614","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=53843 Ack=53639 Win=244288 Len=0"
"155","0.726619","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=53843 Ack=68670 Win=229312 Len=0"
"156","0.726628","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=53843 Ack=71458 Win=226560 Len=0"
"157","0.727526","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=53843 Ack=71458 Win=226560 Len=1382 [TCP PDU reassembled in 159]"
"158","0.727526","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=55225 Ack=71458 Win=226560 Len=1382 [TCP PDU reassembled in 159]"
"159","0.727529","10.150.135.113","128.135.24.73","TLSv1.2","1394","Application Data"
"160","0.729246","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=57947 Ack=71458 Win=226560 Len=1382 [TCP PDU reassembled in 163]"
"161","0.729246","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=59329 Ack=71458 Win=226560 Len=1382 [TCP PDU reassembled in 163]"
"162","0.729246","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=60711 Ack=71458 Win=226560 Len=1382 [TCP PDU reassembled in 163]"
"163","0.729248","10.150.135.113","128.135.24.73","TLSv1.2","100","Application Data"
"164","0.729356","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=62139 Ack=71458 Win=262144 Len=0"
"165","0.736791","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=71458 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"166","0.736792","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=72840 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"167","0.736793","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=74222 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"168","0.736793","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=75604 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"169","0.736794","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=76986 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"170","0.736795","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=78368 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"171","0.736795","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=79750 Ack=29375 Win=64128 Len=1382 [TCP PDU reassembled in 178]"
"172","0.736796","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=81132 Ack=33450 Win=64128 Len=0"
"173","0.736796","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=81132 Ack=37521 Win=64128 Len=0"
"174","0.736797","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=81132 Ack=49745 Win=58240 Len=1382 [TCP PDU reassembled in 178]"
"175","0.736797","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=82514 Ack=49745 Win=58240 Len=1382 [TCP PDU reassembled in 178]"
"176","0.736798","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=83896 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 178]"
"177","0.736799","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=85278 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 178]"
"178","0.736799","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"179","0.736800","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=88042 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"180","0.736801","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=89424 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"181","0.736801","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=90806 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"182","0.736802","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=92188 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"183","0.736802","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=93570 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"184","0.736803","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=94952 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"185","0.736804","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=96334 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"186","0.736804","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=97716 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"187","0.736805","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=99098 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"188","0.736805","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=100480 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"189","0.736806","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=101862 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 190]"
"190","0.736806","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data, Application Data"
